matched_records,baseline_hvac_electricity_kwh,ai_hvac_electricity_kwh,electricity_saving_kwh,electricity_saving_percent,baseline_heating_gas_kwh,ai_heating_gas_kwh,gas_saving_kwh,gas_saving_percent,baseline_total_hvac_energy_kwh,ai_total_hvac_energy_kwh,total_hvac_energy_saving_kwh,total_hvac_energy_saving_percent,baseline_total_carbon_kg,ai_total_carbon_kg,total_carbon_reduction_kg,total_carbon_reduction_percent,baseline_comfort_violations,ai_comfort_violations,baseline_comfort_violation_percent,ai_comfort_violation_percent,comfort_improvement_percentage_points,baseline_high_carbon_energy_kwh,ai_high_carbon_energy_kwh,high_carbon_energy_reduction_percent,baseline_high_carbon_emissions_kg,ai_high_carbon_emissions_kg,high_carbon_emission_reduction_percent,ai_decisions,semantic_interventions,semantic_corrections,safety_interventions,safety_corrections
161,15.055040000000016,15.055040000000016,0.0,0.0,220.2642720000001,267.0166289999999,-46.75235699999982,-21.225574431789738,235.31938899999994,282.07166899999993,-46.752279999999985,-19.86758515678451,45.82962699999999,54.291803,-8.462176000000014,-18.464422588471024,0,0,0.0,0.0,0.0,58.74542000000001,72.274018,-23.029196148397588,11.813419999999999,14.2621,-20.727951770105538,28,15,19,5,5
