matched_records,baseline_hvac_electricity_kwh,ai_hvac_electricity_kwh,electricity_saving_kwh,electricity_saving_percent,baseline_heating_gas_kwh,ai_heating_gas_kwh,gas_saving_kwh,gas_saving_percent,baseline_total_hvac_energy_kwh,ai_total_hvac_energy_kwh,total_hvac_energy_saving_kwh,total_hvac_energy_saving_percent,baseline_total_carbon_kg,ai_total_carbon_kg,total_carbon_reduction_kg,total_carbon_reduction_percent,baseline_comfort_violations,ai_comfort_violations,baseline_comfort_violation_percent,ai_comfort_violation_percent,comfort_improvement_percentage_points,baseline_high_carbon_energy_kwh,ai_high_carbon_energy_kwh,high_carbon_energy_reduction_percent,baseline_high_carbon_emissions_kg,ai_high_carbon_emissions_kg,high_carbon_emission_reduction_percent,ai_decisions,semantic_interventions,semantic_corrections,safety_interventions,safety_corrections
7171,436.8565189999917,442.67825299999305,-5.821734000001356,-1.3326421254575502,1889.292145000002,2452.050912000003,-562.758767000001,-29.78675206422352,2326.149546000065,2894.7291650000643,-568.5796189999992,-24.442952086967125,518.0000830000157,622.1577230000031,-104.1576399999874,-20.107649287767437,1,1,0.044345898004434586,0.044345898004434586,0.0,576.1717930000026,679.7019510000113,-17.968626589814367,146.05494799999704,165.60136999999787,-13.382923528206128,1455,813,996,260,347
