Date/Time,Electricity:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Facility [J](Monthly),Electricity:Building [J](Monthly),InteriorLights:Electricity [J](Monthly),Electricity:HVAC [J](Monthly),Electricity:Plant [J](Monthly),NaturalGas:Facility [J](Monthly),NaturalGas:Plant [J](Monthly),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Electricity:Plant [J](RunPeriod),NaturalGas:Facility [J](RunPeriod),NaturalGas:Plant [J](RunPeriod),MYGENERALLIGHTS [J](Monthly),MYGENERALLIGHTS [J](RunPeriod),MYBUILDINGELECTRIC [J](Monthly),MYBUILDINGELECTRIC [J](RunPeriod),MYBUILDINGOTHER [J](Monthly),MYBUILDINGOTHER [J](RunPeriod) 
 01/01  01:00:00,3075615.256267583,1354960.257918031 
 01/01  02:00:00,3082050.6854387373,1354960.257918031 
 01/01  03:00:00,3084924.4432354853,1354960.257918031 
 01/01  04:00:00,3087945.854236033,1354960.257918031 
 01/01  05:00:00,3090145.702573479,1354960.257918031 
 01/01  06:00:00,3091514.678384556,1354960.257918031 
 01/01  07:00:00,3239142.557934094,1354960.257918031 
 01/01  08:00:00,3224542.132227914,1354960.257918031 
 01/01  09:00:00,33015119.85795011,1354960.257918031 
 01/01  10:00:00,43311489.2489004,1354960.257918031 
 01/01  11:00:00,44644085.34287634,1354960.257918031 
 01/01  12:00:00,43282500.84698376,1354960.257918031 
 01/01  13:00:00,39224495.50037821,1354960.257918031 
 01/01  14:00:00,41919094.13514088,1354960.257918031 
 01/01  15:00:00,42816355.33724222,1354960.257918031 
 01/01  16:00:00,41015490.59891213,1354960.257918031 
 01/01  17:00:00,37415175.67183185,1354960.257918031 
 01/01  18:00:00,37416566.053154685,1354960.257918031 
 01/01  19:00:00,23020643.42011325,1354960.257918031 
 01/01  20:00:00,12222933.78822979,1354960.257918031 
 01/01  21:00:00,7114960.257918031,1354960.257918031 
 01/01  22:00:00,3064960.257918031,1354960.257918031 
 01/01  23:00:00,3066471.108801027,1354960.257918031 
 01/01  24:00:00,3069805.6743050404,1354960.257918031 
 01/02  01:00:00,3072509.8949193098,1354960.257918031 
 01/02  02:00:00,3074658.2017775634,1354960.257918031 
 01/02  03:00:00,3075850.688734393,1354960.257918031 
 01/02  04:00:00,3076160.6933252728,1354960.257918031 
